-0.0844763,12.0384,0,0,-0.999993,0.0036104
-0.178195,12.0377,0,0,-0.999997,0.0024369
-0.331422,12.0382,0,0,-0.999988,0.00499976
-0.381741,12.0351,0,0,-0.999977,0.00672744
-0.519046,12.0276,0,0,-0.999975,0.00702278
-1.27044,11.997,0,0,-0.999982,0.00593835
-1.39325,11.9941,0,0,-0.999996,0.002766
-1.54348,11.9928,0,0,-0.999997,0.00246794
-1.65625,11.9958,0,0,-0.999995,0.00307602
-1.77136,11.9954,0,0,-0.999999,0.00165519
-1.86832,11.9959,0,0,-0.999999,0.00146984
-2.0254,11.9955,0,0,-0.999996,0.00283597
-2.18293,11.9934,0,0,-0.999995,0.0032483
-2.27535,11.9947,0,0,-0.999999,0.00168439
-2.38489,12.0002,0,0,-1,0.000575691
-2.48042,11.9992,0,0,0.999999,0.00130603
-2.60861,11.9996,0,0,0.999999,0.0015769
-2.72137,12.0088,0,0,0.999998,0.00215253
-3.42164,12.0304,0,0,0.999984,0.00574065
-3.52751,12.0337,0,0,0.999983,0.00576053
-3.64015,12.0269,0,0,0.999985,0.00541272
-3.76751,12.0261,0,0,0.999985,0.0054165
-3.8743,12.0409,0,0,0.999987,0.00509692
-3.99605,12.0431,0,0,0.999987,0.00505972
-4.12034,12.0416,0,0,0.999985,0.00554074
-4.23668,12.0366,0,0,0.99999,0.00441555
-4.34998,12.0379,0,0,0.999986,0.00523211
-5.11466,12.0527,0,0,0.999992,0.00403187
-5.27124,12.0521,0,0,0.999988,0.00481358
-5.47744,12.0535,0,0,0.999981,0.00624082
-5.60805,12.0725,0,0,0.999963,0.00864955
-5.7359,12.0867,0,0,0.999941,0.0108985
-5.87392,12.0967,0,0,0.999924,0.012312
-6.0036,12.105,0,0,0.999914,0.0131024
-6.14695,12.1067,0,0,0.999914,0.013146
-6.27664,12.1108,0,0,0.999913,0.0131681
-6.40066,12.1176,0,0,0.999912,0.0132489
-6.52746,12.1228,0,0,0.999931,0.0117161
-6.65116,12.13,0,0,0.999944,0.0105386
-6.77424,12.1344,0,0,0.999964,0.00853665
-6.89779,12.1357,0,0,0.999997,0.00225475
-7.02754,12.1355,0,0,-0.99988,0.0155177
-7.13641,12.1347,0,0,-0.999571,0.0292998
-7.24638,12.1276,0,0,-0.999015,0.0443701
-7.35665,12.1161,0,0,-0.998269,0.0588141
-7.48881,12.1002,0,0,-0.996319,0.0857183
-7.60996,12.0711,0,0,-0.986333,0.164762
-7.7239,12.0227,0,0,-0.978197,0.207677
-7.84566,11.9652,0,0,-0.969538,0.244941
-7.96365,11.8905,0,0,-0.956891,0.290446
-8.08168,11.8098,0,0,-0.941105,0.338114
-8.195,11.7022,0,0,-0.922683,0.38556
-8.29093,11.598,0,0,-0.90336,0.428882
-8.37751,11.4735,0,0,-0.878326,0.478062
-8.44234,11.3623,0,0,-0.858288,0.513169
-8.49467,11.2552,0,0,-0.827987,0.560748
-8.53283,11.1485,0,0,-0.787477,0.616344
-8.55999,11.0306,0,0,-0.759412,0.65061
-8.57505,10.905,0,0,-0.73887,0.673848
-8.59137,10.7799,0,0,-0.73376,0.679408
-8.61132,10.6387,0,0,-0.733126,0.680093
-8.62671,10.4977,0,0,-0.732444,0.680827
-8.64417,10.3489,0,0,-0.731995,0.68131
-8.65924,10.2483,0,0,-0.732992,0.680237
-8.67565,10.1359,0,0,-0.737149,0.67573
-8.69521,10.0064,0,0,-0.746164,0.665762
-8.71553,9.88242,0,0,-0.759752,0.650213
-8.73854,9.77653,0,0,-0.76726,0.641336
-8.76315,9.67661,0,0,-0.774363,0.632742
-8.7987,9.56113,0,0,-0.813092,0.582135
-8.86029,9.45044,0,0,-0.880917,0.473271
-8.96287,9.33909,0,0,-0.944777,0.327714
-9.07383,9.27306,0,0,-0.98611,0.166094
-9.18513,9.2405,0,0,-0.992147,0.125076
-9.30808,9.20859,0,0,-0.992639,0.12111
-9.43763,9.17852,0,0,-0.993089,0.117362
-9.55635,9.15352,0,0,-0.993482,0.113993
-9.67125,9.1296,0,0,-0.993716,0.111933
-9.79784,9.10149,0,0,-0.993834,0.110882
-9.9178,9.06947,0,0,-0.993851,0.110723
-10.0543,9.04208,0,0,-0.993599,0.112962
-10.1907,9.01143,0,0,-0.992227,0.124443
-10.2952,8.98402,0,0,-0.986159,0.165805
-10.4027,8.92786,0,0,-0.962331,0.271882
-10.5336,8.82066,0,0,-0.913302,0.407282
-10.6217,8.70466,0,0,-0.873518,0.486791
-10.6969,8.58216,0,0,-0.862649,0.505804
-10.7657,8.45805,0,0,-0.823143,0.567835
-10.7986,8.3459,0,0,-0.74069,0.671847
-10.809,8.24381,0,0,-0.724883,0.688872
-10.8172,8.13555,0,0,-0.722804,0.691053
-10.8307,8.03467,0,0,-0.724641,0.689126
-10.8361,7.91307,0,0,-0.72487,0.688885
-10.8466,7.79327,0,0,-0.722409,0.691466
-10.8555,7.68949,0,0,-0.735864,0.677129
-10.872,7.5707,0,0,-0.757163,0.653226
-10.8986,7.44782,0,0,-0.76294,0.64647
-10.9189,7.31515,0,0,-0.764404,0.644737
-10.9351,7.19481,0,0,-0.765825,0.643049
-10.9546,7.09199,0,0,-0.766992,0.641657
-10.9766,6.98891,0,0,-0.7678,0.64069
-10.9906,6.87795,0,0,-0.768302,0.640088
-11.0069,6.76962,0,0,-0.768723,0.639581
-11.0337,6.64169,0,0,-0.769596,0.638532
-11.0576,6.5392,0,0,-0.771116,0.636695
-11.0784,6.43698,0,0,-0.772211,0.635367
-11.093,6.33093,0,0,-0.771829,0.635831
-11.1117,6.22575,0,0,-0.772864,0.634572
-11.1314,6.09557,0,0,-0.773126,0.634252
-11.1499,5.98624,0,0,-0.773933,0.633268
-11.1725,5.85354,0,0,-0.773938,0.633261
-11.1975,5.73981,0,0,-0.775195,0.631722
-11.2153,5.62524,0,0,-0.775705,0.631096
-10.6, 3.99, 0,0,-0.775705,0.631096
-9.89965,3.7594,0,0,-0.0548745,0.998493
-9.78408,3.75472,0,0,-0.0347208,0.999397
-9.67098,3.74838,0,0,-0.028897,0.999582
-9.53565,3.74507,0,0,-0.0235467,0.999723
-9.39985,3.73972,0,0,-0.0196806,0.999806
-9.25922,3.73887,0,0,-0.0328221,0.999461
-9.12295,3.72573,0,0,-0.0689773,0.997618
-8.98549,3.70635,0,0,-0.127784,0.991802
